T30,Internet Usage,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
492,Monaco,2000,Percentage of individuals using the internet,42.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
492,Monaco,2005,Percentage of individuals using the internet,55.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
492,Monaco,2010,Percentage of individuals using the internet,75.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
492,Monaco,2015,Percentage of individuals using the internet,93.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
492,Monaco,2019,Percentage of individuals using the internet,83.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
492,Monaco,2020,Percentage of individuals using the internet,84.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
492,Monaco,2021,Percentage of individuals using the internet,86.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
496,Mongolia,2000,Percentage of individuals using the internet,1.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
496,Mongolia,2010,Percentage of individuals using the internet,10.2,Refers to total population.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
496,Mongolia,2015,Percentage of individuals using the internet,22.5,All population.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
496,Mongolia,2019,Percentage of individuals using the internet,51.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
496,Mongolia,2020,Percentage of individuals using the internet,65.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
496,Mongolia,2021,Percentage of individuals using the internet,84.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
499,Montenegro,2005,Percentage of individuals using the internet,27.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
499,Montenegro,2010,Percentage of individuals using the internet,37.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
499,Montenegro,2015,Percentage of individuals using the internet,68.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
499,Montenegro,2019,Percentage of individuals using the internet,73.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
499,Montenegro,2020,Percentage of individuals using the internet,77.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
499,Montenegro,2021,Percentage of individuals using the internet,82.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
500,Montserrat,2010,Percentage of individuals using the internet,35.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
504,Morocco,2000,Percentage of individuals using the internet,0.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
504,Morocco,2005,Percentage of individuals using the internet,15.1,Population aged 12 to 65 years.;Using Internet at least once during the last month.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
504,Morocco,2010,Percentage of individuals using the internet,52.0,Population aged 6 to 74 years.;Living in electrified areas.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
504,Morocco,2015,Percentage of individuals using the internet,57.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
504,Morocco,2019,Percentage of individuals using the internet,84.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
504,Morocco,2020,Percentage of individuals using the internet,84.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
504,Morocco,2021,Percentage of individuals using the internet,88.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
508,Mozambique,2000,Percentage of individuals using the internet,0.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
508,Mozambique,2005,Percentage of individuals using the internet,0.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
508,Mozambique,2010,Percentage of individuals using the internet,4.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
508,Mozambique,2015,Percentage of individuals using the internet,6.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
508,Mozambique,2019,Percentage of individuals using the internet,14.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
508,Mozambique,2020,Percentage of individuals using the internet,16.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
508,Mozambique,2021,Percentage of individuals using the internet,17.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
104,Myanmar,2005,Percentage of individuals using the internet,0.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
104,Myanmar,2010,Percentage of individuals using the internet,0.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
104,Myanmar,2015,Percentage of individuals using the internet,10.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
104,Myanmar,2019,Percentage of individuals using the internet,30.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
104,Myanmar,2020,Percentage of individuals using the internet,42.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
104,Myanmar,2021,Percentage of individuals using the internet,44.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
516,Namibia,2000,Percentage of individuals using the internet,1.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
516,Namibia,2005,Percentage of individuals using the internet,4.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
516,Namibia,2010,Percentage of individuals using the internet,11.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
516,Namibia,2015,Percentage of individuals using the internet,25.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
516,Namibia,2019,Percentage of individuals using the internet,44.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
516,Namibia,2020,Percentage of individuals using the internet,48.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
516,Namibia,2021,Percentage of individuals using the internet,53.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
520,Nauru,2019,Percentage of individuals using the internet,74.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
520,Nauru,2020,Percentage of individuals using the internet,76.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
520,Nauru,2021,Percentage of individuals using the internet,83.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
524,Nepal,2000,Percentage of individuals using the internet,0.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
524,Nepal,2005,Percentage of individuals using the internet,0.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
